postcode,population_2011,population_2022,population_2023,population_2024
HD2  2,14030,15029,15152,15363
HD3  3,15131,16208,16341,16568
HD3  4,14158,15166,15291,15503
HD4  5,12076,12936,13042,13223
HD4  6,10940,11719,11815,11979
HD4  7,7259,7776,7840,7949
HD5  0,5256,5630,5676,5755
HD5  8,13800,14783,14904,15111
HD5  9,12000,12854,12960,13140
HD6  1,2645,2833,2857,2896
HD6  2,7501,8035,8101,8214
HD6  3,12066,12925,13031,13212
HD6  4,5132,5497,5543,5620
HD7  4,8294,8885,8958,9082
HD7  5,9856,10558,10644,10792
HD7  6,4526,4848,4888,4956
HD8  0,11729,12564,12667,12843
HD8  8,12040,12897,13003,13184
HD8  9,10551,11302,11395,11553
HD9  1,7248,7764,7828,7937
HD9  2,4275,4579,4617,4681
HD9  3,4000,4285,4320,4380
HD9  4,3984,4268,4303,4362
HD9  5,4550,4874,4914,4982
HD9  6,6351,6803,6859,6954
HD9  7,4981,5336,5379,5454
HG1  1,1176,1260,1270,1288
HG1  2,7614,8156,8223,8337
HG1  3,7454,7985,8050,8162
HG1  4,12176,13043,13150,13333
HG1  5,5781,6193,6243,6330
HG2  0,7976,8544,8614,8734
HG2  7,11125,11917,12015,12182
HG2  8,8667,9284,9360,9490
HG2  9,5705,6111,6161,6247
HG3  1,5251,5625,5671,5750
HG3  2,11149,11943,12041,12208
HG3  3,4389,4701,4740,4806
HG3  4,2176,2331,2350,2383
HG3  5,3435,3680,3710,3761
HG4  1,8099,8676,8747,8868
HG4  2,8603,9216,9291,9420
HG4  3,4180,4478,4514,4577
HG4  4,2419,2591,2613,2649
HG4  5,2551,2733,2755,2793
HG5  0,8994,9634,9714,9848
HG5  8,5127,5492,5537,5614
HG5  9,4296,4602,4640,4704
HP1  1,7722,8272,8340,8456
HP1  2,8622,9236,9312,9441
HP1  3,8069,8644,8715,8836
HP10 0,5261,5636,5682,5761
HP10 8,5683,6088,6138,6223
HP10 9,8021,8592,8663,8783
HP11 1,7739,8290,8358,8474
HP11 2,5766,6177,6227,6314
HP12 3,12382,13264,13373,13558
HP12 4,10440,11183,11275,11432
HP13 5,13988,14984,15107,15317
HP13 6,11272,12075,12174,12343
HP13 7,17799,19066,19223,19490
HP14 3,9439,10111,10194,10336
HP14 4,8284,8874,8947,9071
HP15 6,8171,8753,8825,8947
HP15 7,9257,9916,9998,10136
HP16 0,6965,7461,7522,7627
HP16 9,4881,5229,5271,5345
HP17 0,1148,1230,1240,1257
HP17 8,7994,8563,8634,8753
HP17 9,902,966,974,988
HP18 0,6218,6661,6715,6809
HP18 9,7304,7824,7888,7998
HP19 0,2343,2510,2530,2566
HP19 7,6998,7496,7558,7663
HP19 8,3522,3773,3804,3857
HP19 9,10894,11670,11766,11929
HP2  4,11035,11821,11918,12083
HP2  5,12549,13442,13553,13741
HP2  6,7832,8390,8459,8576
HP2  7,7016,7516,7577,7683
HP20 1,8042,8615,8685,8806
HP20 2,6866,7355,7415,7518
HP21 7,9634,10320,10405,10549
HP21 8,13165,14102,14218,14416
HP21 9,10556,11308,11400,11559
HP22 4,5170,5538,5584,5661
HP22 5,13431,14387,14505,14707
HP22 6,6097,6531,6585,6676
HP23 4,6051,6482,6535,6626
HP23 5,8076,8651,8722,8843
HP23 6,3332,3569,3599,3649
HP27 0,6429,6887,6943,7040
HP27 9,5782,6194,6245,6331
HP3  0,8126,8705,8776,8898
HP3  8,9849,10550,10637,10785
HP3  9,14119,15124,15249,15460
HP4  1,6982,7479,7541,7645
HP4  2,7520,8055,8122,8234
HP4  3,9471,10145,10229,10371
HP5  1,6680,7156,7214,7315
HP5  2,11433,12247,12348,12519
HP5  3,7277,7795,7859,7968
HP6  5,5849,6265,6317,6405
HP6  6,8301,8892,8965,9090
HP7  0,4216,4516,4553,4617
HP7  9,6409,6865,6922,7018
HP8  4,6819,7305,7365,7467
HP9  1,9026,9669,9748,9883
HP9  2,8127,8706,8777,8899
HR1  1,14112,15117,15241,15453
HR1  2,5249,5623,5669,5748
HR1  3,6371,6825,6881,6976
HR1  4,6153,6591,6645,6738
HR2  0,4364,4675,4713,4779
HR2  6,8408,9007,9081,9207
HR2  7,15425,16523,16659,16890
HR2  8,4998,5354,5398,5473
HR2  9,5926,6348,6400,6489
HR3  5,4762,5101,5143,5214
HR3  6,2994,3207,3234,3278
HR4  0,10864,11638,11733,11896
HR4  7,5711,6118,6168,6254
HR4  8,6030,6459,6512,6603
HR4  9,7734,8285,8353,8469
HR5  3,4670,5003,5044,5114
HR6  0,4440,4756,4795,4862
HR6  8,10674,11434,11528,11688
HR6  9,5379,5762,5809,5890
HR7  4,7155,7664,7727,7835
HR8  1,4367,4678,4716,4782
HR8  2,9648,10335,10420,10565
HR9  5,7240,7755,7819,7928
HR9  6,4561,4886,4926,4994
HR9  7,9258,9917,9999,10138
HU1  1,902,966,974,988
HU1  2,2188,2344,2363,2396
HU1  3,204,219,220,223
HU10 6,10910,11687,11783,11946
HU10 7,8147,8727,8799,8921
HU11 4,8099,8676,8747,8868
HU11 5,3759,4027,4060,4116
HU12 0,5444,5832,5880,5961
HU12 8,11081,11870,11967,12134
HU12 9,9071,9717,9797,9933
HU13 0,7464,7995,8061,8173
HU13 9,7536,8073,8139,8252
HU14 3,8278,8867,8940,9064
HU15 1,13163,14100,14216,14413
HU15 2,10984,11766,11863,12027
HU16 4,6799,7283,7343,7445
HU16 5,9667,10355,10440,10585
HU17 0,10226,10954,11044,11197
HU17 5,2673,2863,2887,2927
HU17 7,8731,9353,9429,9560
HU17 8,11492,12310,12411,12584
HU17 9,10377,11116,11207,11363
HU18 1,8774,9399,9476,9608
HU19 2,7135,7643,7706,7813
HU2  0,1074,1150,1160,1176
HU2  8,1633,1749,1764,1788
HU2  9,1310,1403,1415,1434
HU20 3,1015,1087,1096,1111
HU3  1,6530,6995,7052,7150
HU3  2,5497,5888,5937,6019
HU3  3,4429,4744,4783,4850
HU3  5,2629,2816,2839,2879
HU3  6,8250,8837,8910,9034
HU4  6,12587,13483,13594,13783
HU4  7,10621,11377,11471,11630
HU5  1,5651,6053,6103,6188
HU5  2,9275,9935,10017,10156
HU5  3,10009,10722,10810,10960
HU5  4,8945,9582,9661,9795
HU5  5,17184,18408,18559,18816
HU6  0,485,520,524,531
HU6  7,11980,12833,12938,13118
HU6  8,9568,10249,10333,10477
HU6  9,11942,12792,12897,13076
HU7  0,1873,2006,2023,2051
HU7  3,6762,7243,7303,7404
HU7  4,23720,25409,25618,25973
HU7  5,5059,5419,5464,5540
HU7  6,4868,5215,5257,5330
HU8  0,9405,10075,10157,10298
HU8  7,2100,2250,2268,2300
HU8  8,8681,9299,9375,9506
HU8  9,14629,15671,15799,16019
HU9  1,4521,4843,4883,4950
HU9  2,5837,6253,6304,6392
HU9  3,10398,11138,11230,11386
HU9  4,12950,13872,13986,14180
HU9  5,8702,9322,9398,9529
HX1  1,484,518,523,530
HX1  2,4283,4588,4626,4690
HX1  3,7453,7984,8049,8161
HX1  4,7457,7988,8054,8165
HX1  5,4454,4771,4810,4877
HX2  0,8779,9404,9481,9613
HX2  6,5025,5383,5427,5502
HX2  7,6087,6520,6574,6665
HX2  8,7032,7533,7595,7700
HX2  9,8953,9590,9669,9804
HX3  0,7592,8133,8199,8313
HX3  5,8079,8654,8725,8847
HX3  6,6403,6859,6915,7011
HX3  7,9651,10338,10423,10568
HX3  8,7215,7729,7792,7900
HX3  9,7003,7502,7563,7668
HX4  0,1699,1820,1835,1860
HX4  8,6305,6754,6809,6904
HX4  9,4172,4469,4506,4568
HX5  0,5830,6245,6296,6384
HX5  9,4431,4746,4785,4852
HX6  1,4262,4565,4603,4667
HX6  2,6179,6619,6673,6766
HX6  3,3073,3292,3319,3365
HX6  4,5174,5542,5588,5666
HX7  5,4661,4993,5034,5104
HX7  6,2257,2418,2438,2471
HX7  7,2609,2795,2818,2857
HX7  8,3776,4045,4078,4135
IG1  1,14177,15186,15311,15524
IG1  2,20275,21719,21897,22201
IG1  3,17204,18429,18580,18838
IG1  4,12894,13812,13926,14119
IG10 1,6794,7278,7338,7439
IG10 2,9211,9867,9948,10086
IG10 3,10748,11513,11608,11769
IG10 4,4774,5114,5156,5228
IG11 0,9655,10342,10427,10572
IG11 7,15960,17096,17237,17476
IG11 8,8157,8738,8810,8932
IG11 9,19587,20982,21154,21448
IG2  6,14376,15400,15526,15742
IG2  7,14592,15631,15759,15978
IG3  8,17418,18658,18811,19073
IG3  9,18650,19978,20142,20422
IG4  5,8912,9547,9625,9759
IG5  0,17014,18225,18375,18630
IG6  1,8274,8863,8936,9060
IG6  2,11800,12640,12744,12921
IG6  3,6695,7172,7231,7331
IG7  4,7365,7889,7954,8065
IG7  5,8533,9141,9216,9344
IG7  6,4499,4819,4859,4926
IG8  0,8432,9032,9107,9233
IG8  7,9373,10040,10123,10263
IG8  8,8145,8725,8797,8919
IG8  9,9295,9957,10039,10178
IG9  5,7564,8103,8169,8283
IG9  6,5321,5700,5747,5826
IP1  1,549,588,593,601
IP1  2,5519,5912,5961,6043
IP1  3,3396,3638,3668,3719
IP1  4,8626,9240,9316,9445
IP1  5,9214,9870,9951,10089
IP1  6,12239,13110,13218,13402
IP10 0,3058,3276,3303,3349
IP11 0,5306,5684,5730,5810
IP11 2,8816,9444,9521,9654
IP11 7,6505,6968,7025,7123
IP11 9,8669,9286,9363,9493
IP12 1,6707,7185,7244,7344
IP12 2,5519,5912,5961,6043
IP12 3,4811,5154,5196,5268
IP12 4,7360,7884,7949,8059
IP13 0,3992,4276,4311,4371
IP13 6,4679,5012,5053,5124
IP13 7,3095,3315,3343,3389
IP13 8,2264,2425,2445,2479
IP13 9,4102,4394,4430,4492
IP14 1,9204,9859,9940,10078
IP14 2,6620,7091,7150,7249
IP14 3,4545,4869,4909,4977
IP14 4,5797,6210,6261,6348
IP14 5,8661,9278,9354,9484
IP14 6,4176,4473,4510,4573
IP15 5,2466,2642,2663,2700
IP16 4,6546,7012,7070,7168
IP17 1,6407,6863,6920,7016
IP17 2,2476,2652,2674,2711
IP17 3,1901,2036,2053,2082
IP18 6,4060,4349,4385,4446
IP19 0,2364,2532,2553,2589
IP19 8,5900,6320,6372,6460
IP19 9,2017,2161,2178,2209
IP2  0,9578,10260,10344,10488
IP2  8,7457,7988,8054,8165
IP2  9,14098,15102,15226,15437
IP20 0,2511,2690,2712,2750
IP20 9,5281,5657,5703,5783
IP21 4,6384,6839,6895,6990
IP21 5,4836,5180,5223,5295
IP22 1,5374,5757,5804,5885
IP22 2,5438,5825,5873,5955
IP22 4,8278,8867,8940,9064
IP22 5,2786,2984,3009,3051
IP23 7,4332,4640,4679,4744
IP23 8,2678,2869,2892,2932
IP24 1,9879,10582,10669,10818
IP24 2,9897,10602,10689,10837
IP24 3,8049,8622,8693,8814
IP25 6,11625,12453,12555,12729
IP25 7,6588,7057,7115,7214
IP26 4,5522,5915,5964,6047
IP26 5,3423,3667,3697,3748
IP27 0,11221,12020,12119,12287
IP27 9,7792,8347,8415,8532
IP28 6,5584,5982,6031,6114
IP28 7,9101,9749,9829,9966
IP28 8,9813,10512,10598,10745
IP29 4,4415,4729,4768,4834
IP29 5,4602,4930,4970,5039
IP3  0,10491,11238,11330,11488
IP3  8,11900,12747,12852,13030
IP3  9,12182,13049,13157,13339
IP30 0,4232,4533,4571,4634
IP30 9,9342,10007,10089,10229
IP31 1,6293,6741,6796,6891
IP31 2,7985,8554,8624,8744
IP31 3,7021,7521,7583,7688
IP32 6,8793,9419,9496,9628
IP32 7,8298,8889,8962,9086
IP33 1,4438,4754,4793,4860
IP33 2,9430,10101,10184,10326
IP33 3,10337,11073,11164,11319
IP4  1,3394,3636,3666,3716
IP4  2,7850,8409,8478,8596
IP4  3,5146,5512,5558,5635
IP4  4,7818,8375,8443,8561
IP4  5,12158,13024,13131,13313
IP5  1,5548,5943,5992,6075
IP5  2,10432,11175,11267,11423
IP5  3,3669,3930,3963,4018
IP6  0,5509,5901,5950,6032
IP6  8,6212,6654,6709,6802
IP6  9,4458,4775,4815,4882
IP7  5,6440,6899,6955,7052
IP7  6,4904,5253,5296,5370
IP7  7,5277,5653,5699,5778
IP8  3,6752,7233,7292,7393
IP8  4,4168,4465,4501,4564
IP9  1,4194,4493,4530,4592
IP9  2,7155,7664,7727,7835
KT1  1,1007,1079,1088,1103
KT1  2,8197,8781,8853,8976
KT1  3,11618,12445,12547,12722
KT1  4,3076,3295,3322,3368
KT10 0,9577,10259,10343,10487
KT10 8,6312,6761,6817,6912
KT10 9,5004,5360,5404,5479
KT11 1,3111,3333,3360,3407
KT11 2,9194,9849,9930,10067
KT11 3,2675,2865,2889,2929
KT12 1,4305,4612,4649,4714
KT12 2,11771,12609,12713,12889
KT12 3,8061,8635,8706,8827
KT12 4,5614,6014,6063,6147
KT12 5,7083,7587,7650,7756
KT13 0,6581,7050,7107,7206
KT13 8,7147,7656,7719,7826
KT13 9,7564,8103,8169,8283
KT14 6,5626,6027,6076,6160
KT14 7,7724,8274,8342,8458
KT15 1,9820,10519,10606,10753
KT15 2,8257,8845,8918,9041
KT15 3,9296,9958,10040,10179
KT16 0,5672,6076,6126,6211
KT16 8,5991,6418,6470,6560
KT16 9,6799,7283,7343,7445
KT17 1,5362,5744,5791,5871
KT17 2,7825,8382,8451,8568
KT17 3,3970,4253,4288,4347
KT17 4,6145,6583,6637,6729
KT18 5,7921,8485,8555,8673
KT18 6,2113,2263,2282,2314
KT18 7,7411,7939,8004,8115
KT19 0,9009,9650,9730,9865
KT19 7,1849,1981,1997,2025
KT19 8,7952,8518,8588,8707
KT19 9,15288,16377,16511,16740
KT2  5,14346,15367,15494,15709
KT2  6,8123,8701,8773,8895
KT2  7,7981,8549,8619,8739
KT20 5,10331,11067,11157,11312
KT20 6,5725,6133,6183,6269
KT20 7,4503,4824,4863,4931
KT21 1,5858,6275,6327,6415
KT21 2,7868,8428,8497,8615
KT22 0,3921,4200,4235,4293
KT22 7,6518,6982,7039,7137
KT22 8,4724,5060,5102,5173
KT22 9,8991,9631,9710,9845
KT23 3,5090,5452,5497,5574
KT23 4,5604,6003,6052,6136
KT24 5,5233,5606,5652,5730
KT24 6,4282,4587,4625,4689
KT3  3,12688,13591,13703,13893
KT3  4,4874,5221,5264,5337
KT3  5,10083,10801,10890,11041
KT3  6,10863,11636,11732,11895
KT4  7,10554,11305,11398,11557
KT4  8,18356,19663,19824,20100
KT5  8,10780,11548,11642,11804
KT5  9,9639,10325,10410,10555
KT6  4,6235,6679,6734,6827
KT6  5,7974,8542,8612,8732
KT6  6,6726,7205,7264,7365
KT6  7,10487,11234,11326,11483
KT7  0,10365,11103,11194,11350
KT8  0,2609,2795,2818,2857
KT8  1,5487,5878,5926,6008
KT8  2,7264,7781,7845,7954
KT8  9,4286,4591,4629,4693
KT9  1,9405,10075,10157,10298
KT9  2,11964,12816,12921,13101
L1   0,143,153,154,157
L1   1,335,359,362,367
L1   2,161,172,174,176
L1   3,213,228,230,233
L1   4,1125,1205,1215,1232
L1   5,2333,2499,2520,2555
L1   6,402,431,434,440
L1   7,880,943,950,964
L1   8,746,799,806,817
L1   9,736,788,795,806
L10  0,505,541,545,553
L10  1,1509,1616,1630,1652
L10  2,1411,1511,1524,1545
L10  3,1182,1266,1277,1294
L10  4,3037,3253,3280,3326
L10  6,1510,1618,1631,1653
L10  7,2222,2380,2400,2433
L10  8,2088,2237,2255,2286
L10  9,1629,1745,1759,1784
L11  0,1593,1706,1720,1744
L11  1,2313,2478,2498,2533
L11  2,4155,4451,4487,4550
L11  3,4334,4643,4681,4746
L11  4,2904,3111,3136,3180
L11  5,1631,1747,1761,1786
L11  6,1105,1184,1193,1210
L11  7,3186,3413,3441,3489
L11  8,2061,2208,2226,2257
L11  9,1944,2082,2100,2129
L12  0,9668,10356,10441,10586
L12  1,1253,1342,1353,1372
L12  2,1066,1142,1151,1167
L12  3,964,1033,1041,1056
L12  4,3020,3235,3262,3307
L12  5,4398,4711,4750,4816
L12  6,2232,2391,2411,2444
L12  7,2062,2209,2227,2258
L12  8,2462,2637,2659,2696
L12  9,4672,5005,5046,5116
L13  0,1388,1487,1499,1520
L13  1,1589,1702,1716,1740
L13  2,3230,3460,3488,3537
L13  3,3116,3338,3365,3412
L13  4,3058,3276,3303,3349
L13  5,4117,4410,4446,4508
L13  6,3404,3646,3676,3727
L13  7,3953,4234,4269,4329
L13  8,3248,3479,3508,3557
L13  9,3462,3708,3739,3791
L14  0,4327,4635,4673,4738
L14  1,2179,2334,2353,2386
L14  2,2226,2384,2404,2437
L14  3,1917,2053,2070,2099
L14  4,1699,1820,1835,1860
L14  5,962,1030,1039,1053
L14  6,2725,2919,2943,2984
L14  7,3104,3325,3352,3399
L14  8,2407,2578,2600,2636
L14  9,3596,3852,3884,3938
L15  0,3219,3448,3477,3525
L15  1,2710,2903,2927,2967
L15  2,2484,2661,2683,2720
L15  3,4751,5089,5131,5202
L15  4,3977,4260,4295,4355
L15  5,1613,1728,1742,1766
L15  6,2493,2671,2692,2730
L15  7,3023,3238,3265,3310
L15  8,3851,4125,4159,4217
L15  9,1888,2022,2039,2067
L16  0,844,904,912,924
L16  1,1087,1164,1174,1190
L16  2,2527,2707,2729,2767
L16  3,2482,2659,2681,2718
L16  4,919,984,993,1006
L16  5,1512,1620,1633,1656
L16  6,1159,1242,1252,1269
L16  7,2339,2506,2526,2561
L16  8,1043,1117,1126,1142
L16  9,1203,1289,1299,1317
L17  0,4126,4420,4456,4518
L17  1,1024,1097,1106,1121
L17  2,1631,1747,1761,1786
L17  3,2315,2480,2500,2535
L17  4,1502,1609,1622,1645
L17  5,1493,1599,1612,1635
L17  6,2291,2454,2474,2509
L17  7,4839,5184,5226,5299
L17  8,2918,3126,3151,3195
L17  9,2020,2164,2182,2212
L18  0,1028,1101,1110,1126
L18  1,6068,6500,6553,6644
L18  2,1968,2108,2125,2155
L18  3,3107,3328,3356,3402
L18  4,2298,2462,2482,2516
L18  5,2375,2544,2565,2601
L18  6,1704,1825,1840,1866
L18  7,2855,3058,3083,3126
L18  8,3545,3797,3829,3882
L18  9,3465,3712,3742,3794
L19  0,2129,2281,2299,2331
L19  1,2746,2942,2966,3007
L19  2,3072,3291,3318,3364
L19  3,2785,2983,3008,3050
L19  4,2879,3084,3109,3153
L19  5,1563,1674,1688,1711
L19  6,1102,1180,1190,1207
L19  7,1251,1340,1351,1370
L19  8,3112,3334,3361,3408
L19  9,3090,3310,3337,3384
L2   0,200,214,216,219
L2   2,169,181,183,185
L2   5,197,211,213,216
L20  0,3311,3547,3576,3626
L20  2,2426,2599,2620,2656
L20  3,2545,2726,2749,2787
L20  4,6387,6842,6898,6994
L20  5,2903,3110,3135,3179
L20  6,5267,5642,5688,5767
L20  7,2019,2163,2181,2211
L20  8,380,407,410,416
L20  9,6327,6777,6833,6928
L21  0,3670,3931,3964,4019
L21  1,3682,3944,3977,4032
L21  2,1104,1183,1192,1209
L21  3,545,584,589,597
L21  4,1743,1867,1882,1909
L21  5,1947,2086,2103,2132
L21  6,1006,1078,1086,1102
L21  7,3583,3838,3870,3923
L21  8,3347,3585,3615,3665
L21  9,4929,5280,5323,5397
L22  0,1339,1434,1446,1466
L22  1,833,892,900,912
L22  2,1851,1983,1999,2027
L22  3,1113,1192,1202,1219
L22  4,2186,2342,2361,2394
L22  5,1187,1272,1282,1300
L22  6,1381,1479,1491,1512
L22  7,1227,1314,1325,1344
L22  8,1259,1349,1360,1379
L22  9,1417,1518,1530,1552
L23  0,4875,5222,5265,5338
L23  1,2177,2332,2351,2384
L23  2,3259,3491,3520,3569
L23  3,2473,2649,2671,2708
L23  4,1144,1225,1236,1253
L23  5,2296,2459,2480,2514
L23  6,3124,3346,3374,3421
L23  7,3044,3261,3288,3333
L23  8,2118,2269,2287,2319
L23  9,5711,6118,6168,6254
L24  0,2892,3098,3123,3167
L24  1,1202,1288,1298,1316
L24  2,3176,3402,3430,3478
L24  3,3003,3217,3243,3288
L24  4,902,966,974,988
L24  5,939,1006,1014,1028
L24  6,1143,1224,1234,1252
L24  7,1777,1904,1919,1946
L24  9,930,996,1004,1018
L25  0,3240,3471,3499,3548
L25  1,1789,1916,1932,1959
L25  2,3708,3972,4005,4060
L25  3,3195,3422,3451,3499
L25  4,2736,2931,2955,2996
L25  5,4310,4617,4655,4719
L25  6,1716,1838,1853,1879
L25  7,4498,4818,4858,4925
L25  8,3728,3993,4026,4082
L25  9,4527,4849,4889,4957
L26  0,2241,2401,2420,2454
L26  1,3186,3413,3441,3489
L26  3,246,264,266,269
L26  6,1498,1605,1618,1640
L26  7,4833,5177,5220,5292
L26  9,3146,3370,3398,3445
L27  0,341,365,368,373
L27  1,1129,1209,1219,1236
L27  4,245,262,265,268
L27  5,1251,1340,1351,1370
L27  6,1084,1161,1171,1187
L27  7,1321,1415,1427,1446
L27  8,1056,1131,1140,1156
L28  0,1005,1077,1085,1100
L28  1,1421,1522,1535,1556
L28  3,244,261,264,267
L28  4,1439,1541,1554,1576
L28  5,924,990,998,1012
L28  6,458,491,495,502
L28  7,247,265,267,270
L28  8,536,574,579,587
L29  7,404,433,436,442
L3   0,591,633,638,647
L3   1,881,944,951,965
L3   2,2506,2684,2706,2744
L3   3,390,418,421,427
L3   4,2805,3005,3029,3071
L3   5,3363,3602,3632,3682
L3   6,3579,3834,3865,3919
L3   8,2549,2730,2753,2791
L3   9,1166,1249,1259,1277
L30  0,2172,2327,2346,2378
L30  1,4077,4367,4403,4464
L30  2,3287,3521,3550,3599
L30  3,1912,2048,2065,2094
L30  5,3070,3289,3316,3362
L30  6,325,348,351,356
L30  7,2738,2933,2957,2998
L30  8,1408,1508,1521,1542
L30  9,883,946,954,967
L31  0,2423,2596,2617,2653
L31  1,4501,4821,4861,4929
L31  2,3112,3334,3361,3408
L31  3,1423,1524,1537,1558
L31  4,2401,2572,2593,2629
L31  5,3732,3998,4031,4087
L31  6,3248,3479,3508,3557
L31  7,2951,3161,3187,3231
L31  8,2951,3161,3187,3231
L31  9,4059,4348,4384,4445
L32  0,3238,3469,3497,3546
L32  1,1457,1561,1574,1595
L32  2,2201,2358,2377,2410
L32  3,1313,1406,1418,1438
L32  4,1934,2072,2089,2118
L32  5,776,831,838,850
L32  6,2111,2261,2280,2312
L32  7,2080,2228,2246,2278
L32  8,2140,2292,2311,2343
L32  9,3197,3425,3453,3501
L33  0,1071,1147,1157,1173
L33  1,4823,5166,5209,5281
L33  2,1163,1246,1256,1273
L33  4,3988,4272,4307,4367
L33  5,1315,1409,1420,1440
L33  6,1419,1520,1533,1554
L33  7,268,287,289,293
L33  8,989,1059,1068,1083
L33  9,1903,2038,2055,2084
L34  0,2444,2618,2640,2676
L34  1,2004,2147,2164,2194
L34  2,3351,3590,3619,3669
L34  3,687,736,742,752
L34  4,369,395,399,404
L34  5,1312,1405,1417,1437
L34  6,1848,1980,1996,2024
L35  0,2619,2805,2829,2868
L35  1,1431,1533,1545,1567
L35  2,2255,2416,2435,2469
L35  3,7600,8141,8208,8322
L35  4,2950,3160,3186,3230
L35  5,5335,5715,5762,5842
L35  6,1444,1547,1560,1581
L35  7,2761,2958,2982,3023
L35  8,3002,3216,3242,3287
L35  9,1667,1786,1800,1825
L36  0,4433,4749,4788,4854
L36  1,2731,2925,2949,2990
L36  2,5088,5450,5495,5571
L36  3,4626,4955,4996,5065
L36  4,6407,6863,6920,7016
L36  5,4308,4615,4653,4717
L36  6,2522,2702,2724,2762
L36  7,3692,3955,3987,4043
L36  8,4639,4969,5010,5080
L36  9,1483,1589,1602,1624
L37  1,2309,2473,2494,2528
L37  2,5047,5406,5451,5526
L37  3,4831,5175,5217,5290
L37  4,2671,2861,2885,2925
L37  5,213,228,230,233
L37  6,2915,3123,3148,3192
L37  7,3594,3850,3882,3935
L37  8,1962,2102,2119,2148
L38  0,520,557,562,569
L38  1,295,316,319,323
L38  3,332,356,359,364
L38  6,221,237,239,242
L38  9,1211,1297,1308,1326
L39  0,1180,1264,1274,1292
L39  1,4957,5310,5354,5428
L39  2,3346,3584,3614,3664
L39  3,3136,3359,3387,3434
L39  4,6700,7177,7236,7336
L39  5,4667,4999,5040,5110
L39  6,2167,2321,2340,2373
L39  7,1173,1257,1267,1284
L39  8,1350,1446,1458,1478
L4   0,2986,3199,3225,3270
L4   1,3267,3500,3528,3577
L4   2,5717,6124,6174,6260
L4   3,3652,3912,3944,3999
L4   4,4012,4298,4333,4393
L4   5,6197,6638,6693,6786
L4   6,2823,3024,3049,3091
L4   7,3450,3696,3726,3778
L4   8,2654,2843,2866,2906
L4   9,5510,5902,5951,6033
L40  0,1220,1307,1318,1336
L40  1,2049,2195,2213,2244
L40  2,1047,1122,1131,1146
L40  3,1208,1294,1305,1323
L40  4,1648,1765,1780,1805
L40  5,2621,2808,2831,2870
L40  6,1052,1127,1136,1152
L40  7,4918,5268,5311,5385
L40  8,1007,1079,1088,1103
L40  9,1263,1353,1364,1383
L5   0,1867,2000,2016,2044
L5   1,529,567,571,579
L5   2,811,869,876,888
L5   3,1667,1786,1800,1825
L5   4,1295,1387,1399,1418
L5   5,849,909,917,930
L5   6,2301,2465,2485,2520
L5   7,1356,1453,1464,1485
L5   8,791,847,854,866
L5   9,982,1052,1061,1075
L6   0,2734,2929,2953,2994
L6   1,2546,2727,2750,2788
L6   2,2398,2569,2590,2626
L6   3,2031,2176,2193,2224
L6   4,3691,3954,3986,4042
L6   5,2803,3003,3027,3069
L6   6,3569,3823,3855,3908
L6   7,633,678,684,693
L6   8,1925,2062,2079,2108
L6   9,1397,1496,1509,1530
L7   0,3304,3539,3568,3618
L7   1,221,237,239,242
L7   2,1913,2049,2066,2095
L7   3,2823,3024,3049,3091
L7   4,440,471,475,482
L7   5,933,999,1008,1022
L7   6,1894,2029,2046,2074
L7   7,2456,2631,2652,2689
L7   8,3654,3914,3946,4001
L7   9,368,394,397,403
L8   0,7331,7853,7917,8027
L8   1,1188,1273,1283,1301
L8   2,1764,1890,1905,1932
L8   3,2682,2873,2897,2937
L8   4,4021,4307,4343,4403
L8   5,1839,1970,1986,2014
L8   6,2386,2556,2577,2613
L8   7,4467,4785,4824,4891
L8   8,4355,4665,4703,4769
L8   9,2544,2725,2748,2786
L9   0,4115,4408,4444,4506
L9   1,6398,6854,6910,7006
L9   2,2825,3026,3051,3093
L9   3,3563,3817,3848,3901
L9   4,877,939,947,960
L9   6,3533,3785,3816,3869
L9   7,1724,1847,1862,1888
L9   8,4550,4874,4914,4982
L9   9,5052,5412,5456,5532
LA1  1,5655,6058,6107,6192
LA1  2,11028,11813,11910,12076
LA1  3,10133,10854,10944,11096
LA1  4,15715,16834,16972,17208
LA1  5,9518,10196,10279,10422
LA10 5,4002,4287,4322,4382
LA11 6,3717,3982,4014,4070
LA11 7,5956,6380,6432,6522
LA12 0,6055,6486,6539,6630
LA12 7,4456,4773,4812,4879
LA12 8,2414,2586,2607,2643
LA12 9,7269,7787,7851,7960
LA13 0,8774,9399,9476,9608
LA13 9,10038,10753,10841,10992
LA14 1,3342,3580,3609,3659
LA14 2,7199,7712,7775,7883
LA14 3,10651,11409,11503,11663
LA14 4,6545,7011,7069,7167
LA14 5,10776,11543,11638,11800
LA15 8,7827,8384,8453,8571
LA16 7,3462,3708,3739,3791
LA17 7,1174,1258,1268,1286
LA18 4,5730,6138,6188,6274
LA18 5,3340,3578,3607,3657
LA19 5,972,1041,1050,1064
LA2  0,6012,6440,6493,6583
LA2  6,5403,5788,5835,5916
LA2  7,3027,3243,3269,3315
LA2  8,3321,3557,3587,3636
LA2  9,4541,4864,4904,4972
LA20 6,1159,1242,1252,1269
LA21 8,928,994,1002,1016
LA22 0,2170,2325,2344,2376
LA22 9,2773,2970,2995,3036
LA23 1,2785,2983,3008,3050
LA23 2,4048,4336,4372,4433
